"","year","window","unitid","school_type","program_code","id_candidate","studentid","test_date","time_pt","time_sr","pt_aps","pt_we","pt_wm","score_pt","sr_sqr","sr_cre","sr_ca","score_sr","score_total","performance_pt","performance_sr","performance_tot","mastery","pr_across_pt","pr_across_sr","pr_across_total","pr_within_pt","pt_within_sr","pr_within_total","eaa","sat_tot","sat_m","sat_cr","sat_w","act_tot","sle","gpa","transfer","class","sex","race","parent_edu","dob","major_primary","field_of_study","major_secondary","english","attended_1","attended_2","attended_3","attended_4","effort_pt","effort_sr","engaging_pt","engaging_sr","ls_q1","ls_r1","ls_q2","ls_r2","ls_q3","ls_r3","ls_q4","ls_r4","ls_q5","ls_r5","ls_q6","ls_r6","ls_q7","ls_r7","ls_q8","ls_r8","ls_q9","ls_r9"
"62",2013,"Fall","35011000","0",0,479140,10098176,"2013-09-09 12:04:40","44","19",4,4,4,1290,304,516,523,881,1086,NA,NA,NA,"Basic",91,21,60,78,9,32,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4","1995-12-30","11",1,"34","0",1,0,0,0,"4","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",2013,"Fall","35011000","0",0,479189,10098315,"2013-09-09 12:05:45","37","22",4,4,4,1207,593,558,306,1091,1149,NA,NA,NA,"Proficient",80,59,74,56,39,50,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4","1995-03-17","11",1,"11","1",1,0,0,0,"4","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",2013,"Fall","35011000","0",0,479160,10098498,"2013-09-09 12:02:37","17","27",3,3,3,995,572,508,458,1096,1046,NA,NA,NA,"Basic",38,60,50,13,41,21,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4","1995-02-21","11",1,"34","1",1,0,0,0,"2","3","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",2013,"Fall","35011000","0",0,479147,10097891,"2013-09-09 12:05:23","35","16",3,4,4,1168,572,508,378,1059,1113,NA,NA,NA,"Proficient",77,52,67,52,33,39,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","2","4","1995-09-21","11",1,"11","1",1,0,0,0,"4","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",2013,"Fall","35011000","0",0,479198,10098768,"2013-09-09 12:06:02","48","14",5,5,5,1496,651,258,319,868,1182,NA,NA,NA,"Proficient",98,19,80,96,8,61,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-02-16","11",1,"11","1",1,0,0,0,"4","2","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",2013,"Fall","35011000","0",0,479211,10099987,"2013-09-09 12:17:38","38","15",4,4,4,1250,708,608,523,1350,1300,NA,NA,NA,"Proficient",87,96,95,71,94,89,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-08-12","11",1,"36","1",1,0,0,0,"3","3","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",2013,"Fall","35011000","0",0,479199,10099405,"2013-09-09 12:09:53","32","23",3,3,4,1091,420,516,306,888,990,NA,NA,NA,"Basic",63,22,36,34,9,11,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","2","5","1995-08-27","11",1,"11","0",1,0,0,0,"4","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",2013,"Fall","35011000","0",0,479204,10099510,"2013-09-09 12:08:16","41","28",5,5,5,1537,535,516,668,1168,1353,NA,NA,NA,"Proficient",99,73,97,98,58,95,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","7","4","1995-09-22","11",1,"6","0",0,0,0,0,"3","3","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",2013,"Fall","35011000","0",0,479172,10099058,"2013-09-09 12:03:25","42","18",3,3,4,1084,525,408,319,891,987,NA,NA,NA,"Basic",61,23,36,31,10,10,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-04-12","11",1,"6","1",1,0,0,0,"3","2","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",2013,"Fall","35011000","0",0,479179,10099838,"2013-09-09 12:04:32","24","22",4,4,4,1298,572,671,528,1282,1290,NA,NA,NA,"Proficient",93,90,94,83,84,87,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-03-07","11",1,"34","1",1,0,0,0,"3","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2013,"Fall","35011000","0",0,479194,10098697,"2013-09-09 12:05:12","39","26",3,4,4,1207,593,458,451,1065,1136,NA,NA,NA,"Proficient",80,54,72,56,35,46,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-10-14","11",1,"36","1",1,0,0,0,"3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",2013,"Fall","35011000","0",0,479141,10099063,"2013-09-09 12:02:27","15","20",3,3,4,1124,477,619,668,1210,1167,NA,NA,NA,"Proficient",66,80,78,38,70,56,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","2","5","1995-06-13","11",1,"34","1",1,0,0,0,"3","2","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",2013,"Fall","35011000","0",0,479187,10099473,"2013-09-09 12:11:24","29","22",3,3,4,1091,535,465,523,1051,1071,NA,NA,NA,"Basic",63,51,57,34,32,27,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","6","5","1995-11-11","11",1,"34","1",0,0,0,0,"3","2","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",2013,"Fall","35011000","0",0,479153,10098101,"2013-09-09 12:02:14","37","17",3,4,4,1131,572,568,596,1217,1174,NA,NA,NA,"Proficient",72,81,79,47,72,58,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4","1995-02-15","11",1,"34","1",1,0,0,0,"4","2","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",2013,"Fall","35011000","0",0,479161,10099154,"2013-09-09 12:04:00","39","17",2,3,3,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","2","1995-04-12","15",2,"25","1",1,0,0,0,"2","2","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",2013,"Fall","35011000","0",0,479177,10099871,"2013-09-09 12:03:10","37","15",3,3,4,1083,477,508,451,1003,1043,NA,NA,NA,"Basic",58,41,50,29,23,20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","2","4","1995-11-16","11",1,"19","1",1,0,0,0,"3","3","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",2013,"Fall","35011000","0",0,479149,10097911,"2013-09-09 12:02:22","33","30",4,4,5,1290,620,508,523,1172,1231,NA,NA,NA,"Proficient",89,74,88,76,59,74,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","2","5","1995-08-26","11",1,"34","1",1,0,0,0,"4","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",2013,"Fall","35011000","0",0,479166,10099516,"2013-09-09 12:03:10","58","15",3,4,3,1084,620,408,319,981,1032,NA,NA,NA,"Basic",61,37,47,31,19,18,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","2","1995-12-25","11",1,"11","1",1,0,0,0,"3","3","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",2013,"Fall","35011000","0",0,479165,10099949,"2013-09-09 12:03:04","57","14",5,4,4,1290,420,362,319,748,1019,NA,NA,NA,"Basic",89,7,43,76,3,15,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","6","4","1995-08-20","11",1,"10","1",1,0,0,0,"4","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",2013,"Fall","35011000","0",0,479168,10099130,"2013-09-09 12:02:45","42","19",5,4,4,1290,620,516,451,1145,1218,NA,NA,NA,"Proficient",89,69,86,76,53,71,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","1","1","1995-10-16","11",1,"19","1",1,0,0,0,"4","1","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",2013,"Fall","35011000","0",0,479181,10099808,"2013-09-09 12:03:41","41","17",3,3,4,1082,535,568,388,1084,1083,NA,NA,NA,"Basic",56,57,59,25,38,30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","8","4","1994-11-21","11",1,"21","1",1,0,0,0,"3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",2013,"Fall","35011000","0",0,479173,10099859,"2013-09-09 12:04:28","32","18",3,3,3,1001,535,508,596,1126,1064,NA,NA,NA,"Basic",41,66,55,15,48,25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-06-23","11",1,"34","1",1,0,0,0,"4","3","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",2013,"Fall","35011000","0",0,479206,10098272,"2013-09-09 12:08:42","32","25",4,3,3,1082,651,558,598,1283,1182,NA,NA,NA,"Proficient",56,90,80,25,84,61,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","3","1995-04-17","11",1,"34","1",1,0,0,0,"3","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",2013,"Fall","35011000","0",0,479143,10098698,"2013-09-09 12:02:18","29","22",3,4,5,1207,708,558,596,1337,1272,NA,NA,NA,"Proficient",80,95,93,56,92,84,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-11-16","11",1,"34","1",1,0,0,0,"3","3","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",2013,"Fall","35011000","0",0,479183,10098691,"2013-09-09 12:04:04","48","10",4,4,4,1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-07-03","11",1,"26","1",1,0,0,0,"5","2","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",2013,"Fall","35011000","0",0,479205,10098729,"2013-09-09 12:08:44","46","17",3,4,4,1131,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","7","2","1995-05-06","11",1,"34","1",1,0,0,0,"5","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",2013,"Fall","35011000","0",0,479138,10097798,"2013-09-09 12:02:25","42","13",4,4,4,1207,304,516,528,884,1046,NA,NA,NA,"Basic",80,21,50,56,9,21,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","2","5","1994-06-08","11",1,"34","0",1,0,0,0,"3","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",2013,"Fall","35011000","0",0,479150,10097822,"2013-09-09 12:02:27","36","24",4,4,5,1341,651,465,319,1063,1202,NA,NA,NA,"Proficient",95,53,84,86,34,67,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","1","1995-10-23","11",1,"11","0",1,0,0,0,"3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2013,"Fall","35011000","0",0,479208,10099023,"2013-09-09 12:13:12","23","28",3,3,4,1084,620,508,451,1138,1111,NA,NA,NA,"Proficient",61,68,66,31,51,38,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","8","4","1995-02-16","11",1,"14","1",1,0,0,0,"3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",2013,"Fall","35011000","0",0,479162,10098469,"2013-09-09 12:05:11","56","15",4,4,4,1290,420,558,523,1030,1160,NA,NA,NA,"Proficient",91,47,76,78,28,53,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","2","4","1995-04-29","11",1,"9","0",1,0,0,0,"5","3","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",2013,"Fall","35011000","0",0,479207,10098689,"2013-09-09 12:09:51","49","11",4,4,5,1330,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","2","5","1995-02-11","11",1,"34","0",1,0,0,0,"2","2","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",2013,"Fall","35011000","0",0,479190,10097851,"2013-09-09 12:05:04","53","15",5,5,6,1579,593,358,319,908,1243,NA,NA,NA,"Proficient",99,25,90,98,12,78,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","8","4","1995-06-17","11",1,"36","1",1,0,0,0,"4","3","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",2013,"Fall","35011000","0",0,479157,10098693,"2013-09-09 12:05:16","43","20",3,4,4,1168,651,568,596,1291,1230,NA,NA,NA,"Proficient",77,91,88,52,85,74,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4","1995-05-29","21",1,"24","1",1,0,0,0,"3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",2013,"Fall","35011000","0",0,479209,10099991,"2013-09-09 12:14:39","36","20",3,3,3,1041,535,658,668,1302,1171,NA,NA,NA,"Proficient",48,92,79,20,88,57,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4","1995-10-20","11",1,"34","1",1,0,0,0,"3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",2013,"Fall","35011000","0",0,479193,10098647,"2013-09-09 12:05:16","49","11",4,4,4,1211,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5","1995-08-09","11",1,"34","1",1,0,0,0,"4","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",2013,"Fall","35011000","0",0,479184,10099302,"2013-09-09 12:05:18","40","13",4,4,4,1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","3","1995-01-30","11",1,"36","1",1,0,0,0,"3","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",2013,"Fall","35011000","0",0,479163,10099879,"2013-09-09 12:05:13","48","20",4,4,4,1211,668,413,306,1025,1118,NA,NA,NA,"Proficient",84,45,68,63,26,41,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4","1994-12-02","11",1,"34","1",1,0,0,0,"4","2","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",2013,"Fall","35011000","0",0,480409,10100617,"2013-09-12 09:06:14","47","10",4,4,3,1208,525,358,319,844,1026,NA,NA,NA,"Basic",81,16,45,58,6,17,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","2",NA,"11",1,"11","1",1,0,0,0,"5","1","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",2013,"Fall","35011000","0",0,480389,10101675,"2013-09-12 09:00:09","53","21",4,5,5,1333,593,465,596,1140,1237,NA,NA,NA,"Proficient",95,68,89,86,51,76,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"34","1",1,0,0,0,"5","4","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",2013,"Fall","35011000","0",0,480395,10100534,"2013-09-12 09:00:50","34","16",3,4,4,1171,420,568,596,1073,1122,NA,NA,NA,"Proficient",78,55,69,54,36,43,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","1",NA,"11",1,"21","1",1,0,0,0,"4","3","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",2013,"Fall","35011000","0",0,480384,10100659,"2013-09-12 08:58:43","46","21",4,4,4,1290,593,608,523,1241,1265,NA,NA,NA,"Proficient",91,85,92,78,77,82,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"36","1",1,0,0,0,"5","2","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",2013,"Fall","35011000","0",0,480387,10102190,"2013-09-12 09:00:10","41","21",3,3,4,1083,668,619,451,1287,1185,NA,NA,NA,"Proficient",58,90,81,29,84,61,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","6","4",NA,"11",1,"34","1",1,0,0,0,"4","3","2","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",2013,"Fall","35011000","0",0,480374,10100190,"2013-09-12 08:58:42","53","22",4,4,3,1124,572,608,598,1257,1190,NA,NA,NA,"Proficient",66,87,82,38,80,64,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","2","5",NA,"11",1,"9","1",1,0,0,0,"3","3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",2013,"Fall","35011000","0",0,480406,10100958,"2013-09-12 09:04:03","52","20",4,5,5,1375,525,558,458,1098,1237,NA,NA,NA,"Proficient",96,61,89,89,42,76,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"3","8","5",NA,"11",1,"36","1",1,0,0,0,"4","3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2013,"Fall","35011000","0",0,480346,10101667,"2013-09-12 08:56:02","52","22",3,4,3,1083,620,413,523,1082,1083,NA,NA,NA,"Basic",58,57,59,29,38,30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"34","1",1,0,0,0,"4","3","3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2013,"Fall","35011000","0",0,480356,10102030,"2013-09-12 08:56:54","46","22",4,4,4,1254,525,458,458,1004,1129,NA,NA,NA,"Proficient",88,42,70,73,23,44,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"11","1",1,0,0,0,"4","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",2013,"Fall","35011000","0",0,480412,10101297,"2013-09-12 09:07:34","27","19",3,3,4,1001,525,508,523,1082,1042,NA,NA,NA,"Basic",41,57,49,15,38,20,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"36","1",1,0,0,0,"3","3","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",2013,"Fall","35011000","0",0,480361,10102783,"2013-09-12 08:56:50","31","20",3,3,4,1038,620,568,668,1296,1167,NA,NA,NA,"Proficient",45,91,78,18,86,55,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5",NA,"11",1,"34","1",1,0,0,0,"3","4","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",2013,"Fall","35011000","0",0,480407,10101755,"2013-09-12 09:05:21","47","15",4,5,4,1333,620,408,319,981,1157,NA,NA,NA,"Proficient",95,37,76,86,19,52,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5",NA,"11",1,"34","1",1,0,0,0,"5","3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",2013,"Fall","35011000","0",0,480393,10101665,"2013-09-12 09:00:57","49","22",3,3,4,1084,525,568,451,1104,1094,NA,NA,NA,"Basic",61,62,62,31,44,34,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","3",NA,"11",1,"36","1",1,0,0,0,"4","3","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",2013,"Fall","35011000","0",0,480401,10101723,"2013-09-12 09:02:57","44","16",5,5,5,1449,651,608,523,1295,1372,NA,NA,NA,"Advanced",98,91,98,93,86,97,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"34","1",1,0,0,0,"5","4","4","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",2013,"Fall","35011000","0",0,480341,10102681,"2013-09-12 08:55:19","37","14",5,5,5,1501,593,568,528,1205,1353,NA,NA,NA,"Proficient",99,79,97,97,68,95,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5",NA,"11",1,"36","1",1,0,0,0,"4","3","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",2013,"Fall","35011000","0",0,480390,10100372,"2013-09-12 09:00:21","58","16",5,5,4,1369,593,258,668,979,1174,NA,NA,NA,"Proficient",96,37,79,87,19,58,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","2","5",NA,"11",1,"6","0",1,0,0,0,"3","2","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",2013,"Fall","35011000","0",0,480378,10101095,"2013-09-12 09:00:13","15","1",3,3,4,1125,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"34","1",0,0,0,0,"5","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",2013,"Fall","35011000","0",0,480367,10100725,"2013-09-12 08:57:50","21","23",4,4,4,1290,572,619,523,1232,1261,NA,NA,NA,"Proficient",89,84,92,76,76,81,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","3",NA,"11",1,"34","1",1,0,0,0,"4","3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",2013,"Fall","35011000","0",0,480369,10101281,"2013-09-12 08:57:26","26","30",3,3,3,952,593,619,378,1183,1067,NA,NA,NA,"Basic",30,76,56,9,63,25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","5",NA,"11",1,"34","1",1,0,0,0,"5","4","2","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",2013,"Fall","35011000","0",0,480373,10100680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"3","8","3",NA,"11",1,"36","1",1,0,0,0,"4","4","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",2013,"Fall","35011000","0",0,480360,10101432,"2013-09-12 08:56:53","48","19",6,6,6,1744,620,508,596,1206,1475,NA,NA,NA,"Advanced",99,79,99,99,69,99,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","8","4",NA,"11",1,"36","1",1,0,0,0,"4","3","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",2013,"Fall","35011000","0",0,480351,10102742,"2013-09-12 08:56:05","53","16",6,6,6,1668,593,558,668,1262,1465,NA,NA,NA,"Advanced",99,88,99,99,81,99,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"34","1",1,0,0,0,"4","3","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",2013,"Fall","35011000","0",0,480365,10100009,"2013-09-12 08:57:13","42","10",4,4,4,1290,304,465,598,868,1079,NA,NA,NA,"Basic",89,19,58,76,8,29,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","4",NA,"11",1,"36","1",1,0,0,0,"5","3","3","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2013,"Fall","35011000","0",0,480400,10100138,"2013-09-12 09:02:33","38","17",3,3,4,1091,651,465,596,1194,1143,NA,NA,NA,"Proficient",63,78,73,34,66,49,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"1","6","3",NA,"11",1,"34","1",1,0,0,0,"3","2","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2013,"Fall","35011000","0",0,480372,10101158,"2013-09-12 08:57:52","45","20",4,4,4,1171,620,558,523,1219,1195,NA,NA,NA,"Proficient",78,82,83,54,73,65,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","6","3",NA,"11",1,"34","1",0,0,0,0,"4","4","3","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",2013,"Fall","35011000","0",0,480340,10100497,"2013-09-12 08:55:44","19","10",3,4,4,1171,668,619,528,1324,1247,NA,NA,NA,"Proficient",78,94,90,54,91,78,NA,NA,NA,NA,NA,NA,NA,NA,0,1,"2","6","4",NA,"11",1,"34","1",1,0,0,0,"3","3","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
